CANDIDATE_ID,JOB_POSTING_NAME
6b72072d-86ff-4865-bdd4-f47d1b32023d,Software Engineer – New Grad
a99c3caa-9605-43cd-a7e3-7b76804b68d6,Software Engineer – Intern
caf326a4-b6ed-4dcb-a08a-e6daefe829f1,Software Engineer – Intern
5489d0a0-605c-4917-9985-96a9ffe5061d,Software Engineer – Intern
83cfa7d6-4584-41ee-8c8a-177b7a8b357a,Software Engineer – Intern
15c6869b-953d-49fa-85ff-f4676edbe8e3,Software Engineer – Intern
420a25f1-e9c7-4c3b-944d-0a8c58d91ac2,Software Engineer – New Grad
b723fdbc-e5af-4c3d-a001-b883ad4b4714,Software Engineer – Intern
